_id,rental,distric,bc,community,size,city,renta_type,rent_type,house_type
ObjectId(60830df7c779882339c14a05),3650,金牛租房,花牌坊租房,龙湖上城天街广场租房,面积：46㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 46㎡ 精装修
ObjectId(60830df8c779882339c14a06),2200,青羊租房,外金沙租房,金沙海棠租房,面积：90㎡,成都链家网,,租赁方式：整租,房屋类型：2室2厅2卫 90㎡ 精装修
ObjectId(60830df9c779882339c14a07),1600,青羊租房,八宝街租房,时代凯悦租房,面积：51㎡,成都链家网,,租赁方式：整租,房屋类型：1室0厅1卫 51㎡ 精装修
ObjectId(60830df9c779882339c14a08),4500,武侯租房,武侯立交租房,中华名园二期租房,面积：142㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 142㎡ 精装修
ObjectId(60830dfac779882339c14a09),2400,锦江租房,红星路租房,红星国际租房,面积：43㎡,成都链家网,,租赁方式：整租,房屋类型：1室0厅1卫 43㎡ 精装修
ObjectId(60830dfbc779882339c14a0a),3600,成华租房,万象城租房,紫东芯座租房,面积：85㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 85㎡ 精装修
ObjectId(60830dfcc779882339c14a0b),1600,青羊租房,八宝街租房,时代凯悦租房,面积：41㎡,成都链家网,,租赁方式：整租,房屋类型：1室0厅1卫 41㎡
ObjectId(60830dfcc779882339c14a0c),3600,锦江租房,东大路租房,中粮鸿云租房,面积：74㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅1卫 74㎡ 精装修
ObjectId(60830dfdc779882339c14a0d),1700,温江租房,温江新城租房,格凌兰三期租房,面积：67㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 67㎡
ObjectId(60830dfec779882339c14a0e),2000,温江租房,温江新城租房,恒大城二期租房,面积：89㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅1卫 89㎡ 精装修
ObjectId(60830dfec779882339c14a0f),6200,高新租房,天府长城租房,长城半岛城邦二期租房,面积：96㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅1卫 96㎡ 精装修
ObjectId(60830dffc779882339c14a10),2000,双流租房,华府租房,格林城租房,面积：71㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 71㎡ 精装修
ObjectId(60830e00c779882339c14a11),2500,成华租房,万象城租房,观城租房,面积：50㎡,成都链家网,,租赁方式：整租,房屋类型：1室1厅1卫 50㎡ 精装修
ObjectId(60830e00c779882339c14a12),1800,郫都租房,犀浦租房,犀浦百伦广场租房,面积：68㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 68㎡ 精装修
ObjectId(60830e01c779882339c14a13),2800,双流租房,华府租房,亿城国际租房,面积：77㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 77㎡ 精装修
ObjectId(60830e02c779882339c14a14),1800,龙泉驿租房,龙泉驿城区租房,天悦龙栖台租房,面积：90㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅1卫 90㎡
ObjectId(60830e03c779882339c14a15),2200,龙泉驿租房,龙泉驿城区租房,驿都城租房,面积：94㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅2卫 94㎡ 精装修
ObjectId(60830e04c779882339c14a16),1800,金牛租房,高家庄租房,两河锦地租房,面积：86㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 86㎡ 精装修
ObjectId(60830e04c779882339c14a17),3500,高新租房,新会展租房,中粮天府宸悦租房,面积：60㎡,成都链家网,,租赁方式：整租,房屋类型：1室1厅1卫 60㎡ 精装修
ObjectId(60830e05c779882339c14a18),1375,武侯租房,草金立交租房,半边街新居东区租房,面积：89㎡,成都链家网,,租赁方式：整租,房屋类型：1室1厅1卫 89㎡ 精装修
ObjectId(60830e05c779882339c14a19),1400,新都租房,大丰租房,北新国际二期租房,面积：88㎡,成都链家网,,租赁方式：整租,房屋类型：1室1厅1卫 88㎡ 精装修
ObjectId(60830e06c779882339c14a1a),1000,郫都租房,郫县万达租房,蜀都万达广场租房,面积：42㎡,成都链家网,,租赁方式：整租,房屋类型：1室1厅1卫 42㎡
ObjectId(60830e07c779882339c14a1b),2600,高新租房,大源租房,保利星荟租房,面积：38㎡,成都链家网,,租赁方式：整租,房屋类型：1室0厅1卫 38㎡ 精装修
ObjectId(60830e07c779882339c14a1c),4800,金牛租房,通惠门租房,芙蓉花园租房,面积：144㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 144㎡
ObjectId(60830e08c779882339c14a1d),2000,温江租房,光华大道沿线租房,恒大新城一期租房,面积：90㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅1卫 90㎡ 精装修
ObjectId(60830e09c779882339c14a1e),3000,双流租房,牧马山租房,葛洲坝紫郡蘭园租房,面积：115㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 115㎡
ObjectId(60830e0ac779882339c14a1f),2300,高新租房,中德租房,融创香璟台二期租房,面积：46㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 46㎡ 精装修
ObjectId(60830e0bc779882339c14a20),2300,高新西租房,高新西租房,成都合院公园里租房,面积：88㎡,成都链家网,,租赁方式：整租,房屋类型：2室2厅1卫 88㎡ 精装修
ObjectId(60830e0bc779882339c14a21),2200,郫都租房,成外租房,派克公馆租房,面积：134㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 134㎡ 精装修
ObjectId(60830e0cc779882339c14a22),3109,金牛租房,马鞍路租房,曹家巷恒大雅苑租房,面积：68㎡,成都链家网,,"租赁方式：整租 林明辉
认证编号：ZL000291 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：2室1厅1卫 68㎡ 精装修
ObjectId(60830e0dc779882339c14a23),7000,高新租房,金融城租房,招商大魔方租房,面积：108㎡,成都链家网,,租赁方式：整租,房屋类型：2室2厅1卫 108㎡ 精装修
ObjectId(60830e0dc779882339c14a24),1500,成华租房,龙潭寺租房,二重嘉苑租房,面积：127㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 127㎡
ObjectId(60830e0ec779882339c14a25),2309,高新租房,新会展租房,香月湖租房,面积：43㎡,成都链家网,,"租赁方式：整租 翟旭萍
认证编号：ZL006773 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 43㎡ 精装修
ObjectId(60830e0ec779882339c14a26),2289,高新租房,新会展租房,香月湖租房,面积：39㎡,成都链家网,,"租赁方式：整租 周延辉
认证编号：ZL001493 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 39㎡ 精装修
ObjectId(60830e0fc779882339c14a27),4500,双流租房,航空港租房,空港十六区租房,面积：153㎡,成都链家网,,租赁方式：整租,房屋类型：4室2厅2卫 153㎡ 精装修
ObjectId(60830e10c779882339c14a28),1750,简阳租房,河东新区租房,万峰城B区MINI公馆租房,面积：89㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 89㎡ 精装修
ObjectId(60830e10c779882339c14a29),2800,高新租房,紫荆租房,四季家园租房,面积：105㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅1卫 105㎡
ObjectId(60830e11c779882339c14a2a),2309,高新租房,新会展租房,香月湖租房,面积：39㎡,成都链家网,,"租赁方式：整租 李厚俊逸
认证编号：ZL006774 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 39㎡ 精装修
ObjectId(60830e12c779882339c14a2b),9500,锦江租房,红星路租房,大慈寺路28号租房,面积：133㎡,成都链家网,,"租赁方式：整租 殷俊
认证编号：ZL001054 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：3室2厅2卫 133㎡ 精装修
ObjectId(60830e12c779882339c14a2c),2800,锦江租房,三圣乡租房,绿地中心468租房,面积：54㎡,成都链家网,,租赁方式：整租,房屋类型：1室1厅1卫 54㎡ 精装修
ObjectId(60830e13c779882339c14a2d),1800,龙泉驿租房,龙泉驿城区租房,北泉路179号租房,面积：123㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 123㎡
ObjectId(60830e14c779882339c14a2e),2309,高新租房,新会展租房,香月湖租房,面积：43㎡,成都链家网,,"租赁方式：整租 翟旭萍
认证编号：ZL006773 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 43㎡ 精装修
ObjectId(60830e15c779882339c14a2f),1600,成华租房,驷马桥租房,金科中心租房,面积：40㎡,成都链家网,,"租赁方式：整租 张龙
认证编号：ZL003216 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室0厅1卫 40㎡ 精装修
ObjectId(60830e15c779882339c14a30),2900,天府新区租房,麓山租房,中铁卓越城一期租房,面积：98㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 98㎡ 精装修
ObjectId(60830e16c779882339c14a31),1500,锦江租房,三圣乡租房,融创玖樾台邸租房,面积：63㎡,成都链家网,,租赁方式：整租,房屋类型：1室1厅1卫 63㎡
ObjectId(60830e17c779882339c14a32),4800,高新租房,大源租房,中洲锦城湖岸租房,面积：76㎡,成都链家网,,"租赁方式：整租 殷俊
认证编号：ZL001054 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：2室2厅1卫 76㎡ 精装修
ObjectId(60830e18c779882339c14a33),2240,高新租房,新会展租房,香月湖租房,面积：42㎡,成都链家网,,"租赁方式：整租 周延辉
认证编号：ZL001493 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 42㎡ 精装修
ObjectId(60830e19c779882339c14a34),2400,高新租房,中和租房,御廷上郡租房,面积：68㎡,成都链家网,,租赁方式：整租,房屋类型：2室2厅1卫 68㎡
ObjectId(60830e19c779882339c14a35),1800,温江租房,温江新城租房,泰合新光华府租房,面积：87㎡,成都链家网,,租赁方式：整租,房屋类型：2室2厅1卫 87㎡ 精装修
ObjectId(60830e1ac779882339c14a36),2500,温江租房,温江新城租房,恒大城二期租房,面积：93㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 93㎡ 精装修
ObjectId(60830e1bc779882339c14a37),2400,锦江租房,攀成钢租房,天地云庭租房,面积：95㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅1卫 95㎡
ObjectId(60830e1bc779882339c14a38),2280,成华租房,东郊记忆租房,东城映象C区租房,面积：56㎡,成都链家网,,"租赁方式：整租 马仲春
认证编号：ZL004817 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室2厅1卫 56㎡ 精装修
ObjectId(60830e1cc779882339c14a39),4300,高新租房,大源租房,朗诗熙华府租房,面积：74㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 74㎡ 精装修
ObjectId(60830e1dc779882339c14a3a),2200,金牛租房,九里堤租房,聚贤半岛花苑租房,面积：108㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 108㎡
ObjectId(60830e1dc779882339c14a3b),1700,天府新区租房,雅居乐租房,雅居乐剑桥郡租房,面积：90㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅1卫 90㎡ 精装修
ObjectId(60830e1ec779882339c14a3c),2360,高新租房,新会展租房,香月湖租房,面积：40㎡,成都链家网,,"租赁方式：整租 林惠霞
认证编号：ZL010139 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 40㎡ 精装修
ObjectId(60830e1fc779882339c14a3d),3500,成华租房,万象城租房,花样年花郡租房,面积：115㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 115㎡ 精装修
ObjectId(60830e20c779882339c14a3e),3300,青羊租房,万家湾租房,国一梦巢租房,面积：81㎡,成都链家网,,租赁方式：整租,房屋类型：2室2厅1卫 81㎡ 精装修
ObjectId(60830e20c779882339c14a3f),3200,成华租房,理工大租房,罗兰小镇租房,面积：101㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅2卫 101㎡ 精装修
ObjectId(60830e21c779882339c14a40),2600,锦江租房,沙河堡租房,沙河壹号一期租房,面积：83㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅1卫 83㎡
ObjectId(60830e21c779882339c14a41),2300,龙泉驿租房,十陵租房,万科金色城品租房,面积：87㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅1卫 87㎡ 精装修
ObjectId(60830e22c779882339c14a42),2400,龙泉驿租房,十陵租房,万科金色城品租房,面积：87㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅1卫 87㎡
ObjectId(60830e23c779882339c14a43),2000,郫都租房,橡树湾租房,龙城国际租房,面积：80㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 80㎡ 精装修
ObjectId(60830e24c779882339c14a44),2400,天府新区租房,雅居乐租房,雅居乐花园租房,面积：111㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 111㎡ 精装修
ObjectId(60830e24c779882339c14a45),3600,青羊租房,太升路租房,童子街庭苑租房,面积：106㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 106㎡
ObjectId(60830e25c779882339c14a46),2500,青羊租房,外光华租房,光华碧邻租房,面积：78㎡,成都链家网,,租赁方式：整租,房屋类型：2室2厅1卫 78㎡ 精装修
ObjectId(60830e26c779882339c14a47),1800,新都租房,大丰租房,北新润苑二期租房,面积：92㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅1卫 92㎡ 精装修
ObjectId(60830e26c779882339c14a48),5500,武侯租房,桐梓林租房,芳草地租房,面积：169㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅1卫 169㎡
ObjectId(60830e27c779882339c14a49),650,温江租房,温江大学城租房,成都SBI创业园天府智谷2期租房,面积：57㎡,成都链家网,,租赁方式：整租,房屋类型：1室0厅1卫 57㎡
ObjectId(60830e27c779882339c14a4a),3000,锦江租房,川师租房,锦江国际花园租房,面积：74㎡,成都链家网,,租赁方式：整租,房屋类型：2室0厅1卫 74㎡ 精装修
ObjectId(60830e28c779882339c14a4b),3000,双流租房,蛟龙港租房,景茂名都租房,面积：100㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 100㎡ 精装修
ObjectId(60830e28c779882339c14a4c),2500,天府新区租房,四河租房,鸿阁新座租房,面积：71㎡,成都链家网,,租赁方式：整租,房屋类型：2室2厅1卫 71㎡ 精装修
ObjectId(60830e29c779882339c14a4d),1800,青羊租房,光华泡小租房,朗基龙堂租房,面积：51㎡,成都链家网,,租赁方式：整租,房屋类型：1室1厅1卫 51㎡ 精装修
ObjectId(60830e2ac779882339c14a4e),2800,武侯租房,川大租房,和信派都租房,面积：61㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 61㎡
ObjectId(60830e2ac779882339c14a4f),2500,青羊租房,万家湾租房,恒大翡翠华庭租房,面积：85㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅1卫 85㎡ 精装修
ObjectId(60830e2bc779882339c14a50),6000,武侯租房,棕北租房,保利中心租房,面积：72㎡,成都链家网,,租赁方式：整租,房屋类型：1室0厅0卫 72㎡
ObjectId(60830e2cc779882339c14a51),3300,高新租房,中德租房,盛世名居租房,面积：125㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 125㎡
ObjectId(60830e2dc779882339c14a52),2650,青羊租房,府南新区租房,清江花园租房,面积：75㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 75㎡
ObjectId(60830e2ec779882339c14a53),3000,成华租房,万年场租房,蓝光东方天地租房,面积：74㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅1卫 74㎡ 精装修
ObjectId(60830e2ec779882339c14a54),2800,青羊租房,万家湾租房,国一梦巢租房,面积：67㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 67㎡ 精装修
ObjectId(60830e2fc779882339c14a55),2500,天府新区租房,海洋公园租房,万科海悦汇城西区租房,面积：57㎡,成都链家网,,租赁方式：整租,房屋类型：2室2厅1卫 57㎡ 精装修
ObjectId(60830e2fc779882339c14a56),4000,金牛租房,华侨城租房,中粮祥云里租房,面积：240㎡,成都链家网,,租赁方式：整租,房屋类型：6室2厅3卫 240㎡
ObjectId(60830e30c779882339c14a57),2100,双流租房,航空港租房,蓝光圣菲town城租房,面积：77㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 77㎡ 精装修
ObjectId(60830e31c779882339c14a58),1900,成华租房,驷马桥租房,北回归线一期租房,面积：88㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 88㎡ 精装修
ObjectId(60830e32c779882339c14a59),4200,青羊租房,金沙租房,祥域租房,面积：119㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 119㎡ 精装修
ObjectId(60830e32c779882339c14a5a),2000,高新租房,衣冠庙租房,兴蓉街19号租房,面积：51㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 51㎡
ObjectId(60830e33c779882339c14a5b),1800,锦江租房,攀成钢租房,四川省农科院宿舍(静居寺路)租房,面积：56㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 56㎡
ObjectId(60830e34c779882339c14a5c),2000,高新租房,中德租房,融创香璟台二期租房,面积：53㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 53㎡ 精装修
ObjectId(60830e34c779882339c14a5d),2200,郫都租房,犀浦租房,华邑宸熙租房,面积：105㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅2卫 105㎡ 精装修
ObjectId(60830e35c779882339c14a5e),2000,温江租房,光华大道沿线租房,8号公馆租房,面积：85㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 85㎡ 精装修
ObjectId(60830e36c779882339c14a5f),2600,高新租房,大源租房,大源欢乐颂租房,面积：35㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 35㎡ 精装修
ObjectId(60830e37c779882339c14a60),1200,新都租房,新都城区租房,华逸花园新都苑租房,面积：89㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅1卫 89㎡
ObjectId(60830e37c779882339c14a61),2689,金牛租房,马鞍路租房,银海中心租房,面积：62㎡,成都链家网,,"租赁方式：整租 魏玲玲
认证编号：ZL010148 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 62㎡ 精装修
ObjectId(60830e38c779882339c14a62),1900,双流租房,东升镇租房,金座威尼谷租房,面积：77㎡,成都链家网,,租赁方式：整租,房屋类型：2室2厅1卫 77㎡ 精装修
ObjectId(60830e39c779882339c14a63),6000,武侯租房,火车南站租房,绿地GIC贰期租房,面积：146㎡,成都链家网,,租赁方式：整租,房屋类型：5室1厅2卫 146㎡
ObjectId(60830e39c779882339c14a64),1050,简阳租房,城南片区租房,港通花园租房,面积：78㎡,成都链家网,,租赁方式：整租,房屋类型：2室2厅1卫 78㎡
ObjectId(60830e3ac779882339c14a65),2500,龙泉驿租房,龙泉驿城区租房,东麓驿境三期租房,面积：110㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 110㎡ 精装修
ObjectId(60830e3bc779882339c14a66),2400,青羊租房,太升路租房,天成街租房,面积：60㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅1卫 60㎡ 精装修
ObjectId(60830e3bc779882339c14a67),4800,锦江租房,水碾河租房,九龙仓擎天半岛租房,面积：275㎡,成都链家网,,租赁方式：整租,房屋类型：4室2厅4卫 275㎡
ObjectId(60830e3cc779882339c14a68),3300,成华租房,万年场租房,御龙山二期租房,面积：89㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅1卫 89㎡ 精装修
ObjectId(60830e3dc779882339c14a69),1800,高新租房,大源租房,保利心语花园四期租房,面积：70㎡,成都链家网,,"租赁方式：整租 梁先生
认证编号：ZL008856 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 70㎡
ObjectId(60830e3ec779882339c14a6a),1750,金牛租房,营门口租房,香木林加州国际租房,面积：47㎡,成都链家网,,"租赁方式：整租 蒲志群
认证编号：ZL008589 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室0厅1卫 47㎡ 精装修
ObjectId(60830e3ec779882339c14a6b),1100,高新西租房,高新西租房,龙城高新天地租房,面积：38㎡,成都链家网,,租赁方式：整租,房屋类型：1室0厅1卫 38㎡ 精装修
ObjectId(60830e3fc779882339c14a6c),5100,高新租房,城南宜家租房,人居盛和林语南区租房,面积：108㎡,成都链家网,,"租赁方式：整租 廖宏义
认证编号：ZL003355 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：3室2厅1卫 108㎡ 精装修
ObjectId(60830e3fc779882339c14a6d),2200,高新西租房,中海国际租房,保利香槟国际租房,面积：41㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 41㎡ 精装修
ObjectId(60830e40c779882339c14a6e),1500,青羊租房,八宝街租房,金色夏威夷租房,面积：38㎡,成都链家网,,租赁方式：整租,房屋类型：1室0厅1卫 38㎡ 精装修
ObjectId(60830e40c779882339c14a6f),4200,武侯租房,广福桥租房,四季花城租房,面积：138㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅2卫 138㎡
ObjectId(60830e41c779882339c14a70),1600,高新租房,紫荆租房,紫竹北街27号租房,面积：42㎡,成都链家网,,租赁方式：整租,房屋类型：1室1厅1卫 42㎡
ObjectId(60830e42c779882339c14a71),2619,金牛租房,马鞍路租房,银海中心租房,面积：62㎡,成都链家网,,"租赁方式：整租 杨莹
认证编号：ZL010148 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 62㎡ 精装修
ObjectId(60830e42c779882339c14a72),2500,简阳租房,河东新区租房,悠山郡租房,面积：128㎡,成都链家网,,租赁方式：整租,房屋类型：4室2厅2卫 128㎡ 精装修
ObjectId(60830e43c779882339c14a73),4500,高新租房,新会展租房,蜀都中心一期租房,面积：87㎡,成都链家网,,"租赁方式：整租 何亚平
认证编号：ZL000352 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：2室2厅1卫 87㎡ 精装修
ObjectId(60830e43c779882339c14a74),7800,高新租房,城南宜家租房,人居盛和林语南区租房,面积：101㎡,成都链家网,,"租赁方式：整租 何亚平
认证编号：ZL000352 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：3室2厅2卫 101㎡ 精装修
ObjectId(60830e44c779882339c14a75),2800,高新租房,大源租房,保利星荟租房,面积：50㎡,成都链家网,,"租赁方式：整租 梁先生
认证编号：ZL008855 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 50㎡
ObjectId(60830e45c779882339c14a76),5000,武侯租房,红牌楼租房,海珀香庭租房,面积：170㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅3卫 170㎡ 精装修
ObjectId(60830e46c779882339c14a77),2050,高新租房,大源租房,仁美大源印象租房,面积：45㎡,成都链家网,,"租赁方式：整租 杨旭
远家公寓 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室0厅1卫 45㎡ 精装修
ObjectId(60830e46c779882339c14a78),2200,龙泉驿租房,大面租房,天府逸家一期租房,面积：87㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅1卫 87㎡ 精装修
ObjectId(60830e47c779882339c14a79),2700,高新租房,大源租房,保利星荟租房,面积：50㎡,成都链家网,,"租赁方式：整租 梁先生
认证编号：ZL008855 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 50㎡
ObjectId(60830e48c779882339c14a7a),1550,温江租房,温江大学城租房,东原城租房,面积：96㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 96㎡ 精装修
ObjectId(60830e49c779882339c14a7b),1500,温江租房,温江大学城租房,蓝润睿城租房,面积：72㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 72㎡
ObjectId(60830e49c779882339c14a7c),2500,郫都租房,成外租房,万科城租房,面积：92㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅2卫 92㎡ 精装修
ObjectId(60830e4ac779882339c14a7d),3600,高新租房,广都租房,中德英伦世邦K区租房,面积：77㎡,成都链家网,,"租赁方式：整租 李金松
认证编号：ZL011600 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：4室1厅2卫 77㎡ 精装修
ObjectId(60830e4ac779882339c14a7e),2600,金牛租房,茶店子租房,和谐家园租房,面积：117㎡,成都链家网,,租赁方式：整租,房屋类型：3室1厅1卫 117㎡ 精装修
ObjectId(60830e4bc779882339c14a7f),1500,高新租房,大源租房,保利心语花园四期租房,面积：40㎡,成都链家网,,"租赁方式：整租 梁先生
认证编号：ZL008856 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室1厅1卫 40㎡
ObjectId(60830e4bc779882339c14a80),2800,天府新区租房,锦江生态带租房,恒大天府半岛二期租房,面积：97㎡,成都链家网,,租赁方式：整租,房屋类型：2室2厅1卫 97㎡ 精装修
ObjectId(60830e4cc779882339c14a81),1500,成华租房,东郊记忆租房,朗诗尚高大厦租房,面积：40㎡,成都链家网,,租赁方式：整租,房屋类型：1室1厅1卫 40㎡ 精装修
ObjectId(60830e4cc779882339c14a82),2500,锦江租房,莲花租房,莲花新区租房,面积：88㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 88㎡
ObjectId(60830e4dc779882339c14a83),1600,双流租房,蛟龙港租房,佳兆业现代城租房,面积：57㎡,成都链家网,,租赁方式：整租,房屋类型：2室1厅1卫 57㎡
ObjectId(60830e4dc779882339c14a84),2000,温江租房,花都大道租房,佳年华新生活A区租房,面积：80㎡,成都链家网,,租赁方式：整租,房屋类型：3室2厅1卫 80㎡ 精装修
ObjectId(60830e4ec779882339c14a85),3680,金牛租房,花牌坊租房,北成星中心租房,面积：76㎡,成都链家网,,"租赁方式：整租 任延芬
认证编号：ZL010201 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：2室2厅1卫 76㎡ 精装修
ObjectId(60830e4fc779882339c14a86),2600,青羊租房,外光华租房,蓝光SOFA社区租房,面积：75㎡,成都链家网,,租赁方式：整租,房屋类型：2室2厅1卫 75㎡ 精装修
ObjectId(60830e50c779882339c14a87),1199,郫都租房,犀浦租房,傲城租房,面积：35㎡,成都链家网,,"租赁方式：整租 何东洋
认证编号：ZL010117 管家
电话咨询
为了保证您的隐私安全，此虚拟号码有效期为30分钟
在线咨询
免费拨打无骚扰",房屋类型：1室0厅1卫 35㎡ 精装修
